jet_times,brst_start_datetime_closest,brst_end_datetime_closest,time_interval_start,time_interval_end
2015-12-08 00:05:34.092000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8321050.092,-74965188.908
2015-12-08 00:03:14.140000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8320910.14,-74965328.86
2015-12-08 00:08:34.095000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8321230.095,-74965008.905
2015-12-07 23:58:54.186000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8320650.186,-74965588.814
2015-12-07 00:31:54.182000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8236230.182,-75050008.818
2015-12-08 10:27:24.157000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8358360.157,-74927878.843
2015-12-08 10:25:04.205000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8358220.205,-74928018.795
2015-12-08 10:20:54.151000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8357970.151,-74928268.849
2015-12-08 10:29:44.109000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8358500.109,-74927738.891
2015-12-10 12:20:54.163000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8537970.163,-74748268.837
2015-12-11 11:29:54.150000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8621310.15,-74664928.85
2015-12-12 00:17:44.185000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8667380.185,-74618858.815
2015-12-12 00:22:24.089000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8667660.089,-74618578.911
2015-12-12 00:24:14.190000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8667770.19,-74618468.81
2015-12-12 00:29:44.195000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8668100.195,-74618138.805
2015-12-12 00:20:34.137000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,8667550.137,-74618688.863
2015-12-15 23:37:54.076000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9010590.076,-74275648.924
2015-12-15 23:39:44.178000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9010700.178,-74275538.822
2015-12-17 02:20:44.091000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9106760.091,-74179478.909
2015-12-17 02:19:54.140000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9106710.14,-74179528.86
2015-12-17 02:22:34.192000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9106870.192,-74179368.808
2015-12-17 02:21:44.092000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9106820.092,-74179418.908
2015-12-17 02:25:24.145000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9107040.145,-74179198.855
2015-12-17 02:27:14.096000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9107150.096,-74179088.904
2015-12-17 02:28:04.197000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9107200.197,-74179038.803
2015-12-17 10:07:34.163000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9134770.163,-74151468.837
2015-12-17 10:08:24.114000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9134820.114,-74151418.886
2015-12-17 10:09:14.215000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9134870.215,-74151368.785
2015-12-17 10:11:04.166000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9134980.166,-74151258.834
2015-12-17 10:12:04.167000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9135040.167,-74151198.833
2015-12-17 10:12:54.118000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9135090.118,-74151148.882
2015-12-23 11:14:54.208000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9657210.208,-73629028.792
2015-12-23 11:13:44.157000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9657140.157,-73629098.843
2015-12-25 09:10:04.191000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9822520.191,-73463718.809
2015-12-25 09:11:34.193000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9822610.193,-73463628.807
2015-12-26 21:42:44.080000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9954080.08,-73332158.92
2015-12-26 21:37:34.175000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9953770.175,-73332468.825
2015-12-26 21:44:54.132000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,9954210.132,-73332028.868
2015-12-28 22:20:54.167000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10129170.167,-73157068.833
2015-12-28 22:16:04.213000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10128880.213,-73157358.787
2015-12-28 22:22:24.169000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10129260.169,-73156978.831
2015-12-28 22:15:14.112000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10128830.112,-73157408.888
2015-12-28 22:17:04.214000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10128940.214,-73157298.786
2015-12-28 22:14:14.112000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10128770.112,-73157468.888
2015-12-28 22:18:24.165000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10129020.165,-73157218.835
2015-12-28 22:21:34.218000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10129210.218,-73157028.782
2015-12-30 01:07:24.085000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10225560.085,-73060678.915
2015-12-30 01:04:24.082000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10225380.082,-73060858.918
2015-12-30 01:08:24.086000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10225620.086,-73060618.914
2015-12-30 01:05:24.083000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10225440.083,-73060798.917
2016-01-02 23:45:34.148000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10566250.148,-72719988.852
2016-01-02 23:44:24.097000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10566180.097,-72720058.903
2016-01-02 23:47:04.150000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10566340.15,-72719898.85
2016-01-02 23:47:44.200000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10566380.2,-72719858.8
2016-01-02 23:46:14.199000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10566290.199,-72719948.801
2016-01-02 23:49:14.201000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10566470.201,-72719768.799
2016-01-02 23:48:24.101000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10566420.101,-72719818.899
2016-01-03 21:53:14.189000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10645910.189,-72640328.811
2016-01-03 22:00:54.096000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10646370.096,-72639868.904
2016-01-03 21:57:24.093000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10646160.093,-72640078.907
2016-01-03 21:58:24.094000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10646220.094,-72640018.906
2016-01-03 22:19:44.212000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10647500.212,-72638738.788
2016-01-03 22:22:04.164000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10647640.164,-72638598.836
2016-01-03 22:26:34.168000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10647910.168,-72638328.832
2016-01-03 22:28:44.220000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10648040.22,-72638198.78
2016-01-03 22:27:14.219000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10647950.219,-72638288.781
2016-01-04 01:23:14.224000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10658510.224,-72627728.776
2016-01-04 08:25:34.100000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10683850.1,-72602388.9
2016-01-04 01:16:44.218000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10658120.218,-72628118.782
2016-01-04 08:27:04.102000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10683940.102,-72602298.898
2016-01-04 23:43:34.205000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10738930.205,-72547308.795
2016-01-04 23:41:54.154000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10738830.154,-72547408.846
2016-01-06 22:30:04.150000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10907320.15,-72378918.85
2016-01-06 22:25:34.146000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10907050.146,-72379188.854
2016-01-06 22:27:44.198000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10907180.198,-72379058.802
2016-01-04 01:14:14.216000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10657970.216,-72628268.784
2016-01-07 21:39:04.166000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10990660.166,-72295578.834
2016-01-07 21:41:14.218000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10990790.218,-72295448.782
2016-01-07 23:14:14.149000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10996370.149,-72289868.851
2016-01-07 23:16:04.101000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10996480.101,-72289758.899
2016-01-07 23:12:34.098000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,10996270.098,-72289968.902
2016-01-08 08:44:44.205000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11030600.205,-72255638.795
2016-01-08 08:43:24.104000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11030520.104,-72255718.896
2016-01-08 08:53:14.213000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11031110.213,-72255128.787
2016-01-08 08:52:14.212000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11031050.212,-72255188.788
2016-01-08 08:54:14.214000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11031170.214,-72255068.786
2016-01-08 22:25:04.175000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11079820.175,-72206418.825
2016-01-10 09:13:44.191000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11205140.191,-72081098.809
2016-01-10 20:48:14.124000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11246810.124,-72039428.876
2016-01-10 09:11:24.089000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11205000.089,-72081238.911
2016-01-10 20:54:54.180000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11247210.18,-72039028.82
2016-01-10 20:51:14.127000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11246990.127,-72039248.873
2016-01-10 09:08:14.186000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11204810.186,-72081428.814
2016-01-10 20:49:44.126000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11246900.126,-72039338.874
2016-01-10 09:03:34.132000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11204530.132,-72081708.868
2016-01-11 06:39:34.145000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11282290.145,-72003948.855
2016-01-10 20:43:54.171000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11246550.171,-72039688.829
2016-01-10 09:18:34.145000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11205430.145,-72080808.855
2016-01-13 21:33:04.125000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11508700.125,-71777538.875
2016-01-13 21:25:44.169000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11508260.169,-71777978.831
2016-01-14 07:39:44.178000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11545100.178,-71741138.822
2016-01-14 07:35:04.124000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11544820.124,-71741418.876
2016-01-17 06:52:14.079000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11801450.079,-71484788.921
2016-01-17 07:05:34.191000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11802250.191,-71483988.809
2016-01-17 05:30:24.209000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11796540.209,-71489698.791
2016-01-17 05:31:24.210000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,11796600.21,-71489638.79
2016-01-22 22:11:14.207000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,12288590.207,-70997648.793
2016-01-30 00:48:44.211000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,12902840.211,-70383398.789
2016-01-30 00:50:14.212000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,12902930.212,-70383308.788
2016-01-30 00:47:14.210000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,12902750.21,-70383488.79
2016-01-30 00:51:44.213000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,12903020.213,-70383218.787
2016-01-30 00:56:04.167000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,12903280.167,-70382958.833
2016-01-30 00:51:04.163000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,12902980.163,-70383258.837
2016-01-30 00:54:44.216000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,12903200.216,-70383038.784
2016-01-30 00:56:54.118000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,12903330.118,-70382908.882
2016-01-30 01:02:34.173000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,12903670.173,-70382568.827
2016-02-01 21:14:04.144000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13149160.144,-70137078.856
2016-02-03 22:46:54.124000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13327530.124,-69958708.876
2016-02-04 20:18:24.196000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13405020.196,-69881218.804
2016-02-04 20:27:24.204000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13405560.204,-69880678.796
2016-02-04 20:22:34.100000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13405270.1,-69880968.9
2016-02-04 20:24:04.101000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13405360.101,-69880878.899
2016-02-04 20:31:04.107000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13405780.107,-69880458.893
2016-02-05 19:52:44.181000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13489880.181,-69796358.819
2016-02-05 20:56:54.137000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13493730.137,-69792508.863
2016-02-05 20:52:44.083000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13493480.083,-69792758.917
2016-02-06 20:18:24.128000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13577820.128,-69708418.872
2016-02-09 19:25:54.185000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13833870.185,-69452368.815
2016-02-09 19:18:24.178000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13833420.178,-69452818.822
2016-02-09 19:16:44.127000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,13833320.127,-69452918.873
2016-02-11 20:35:14.100000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14010830.1,-69275408.9
2016-02-14 02:30:44.081000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14204960.081,-69081278.919
2016-02-14 22:24:54.078000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14276610.078,-69009628.922
2016-02-14 22:22:24.076000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14276460.076,-69009778.924
2016-02-15 03:29:34.100000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14294890.1,-68991348.9
2016-02-15 03:33:54.204000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14295150.204,-68991088.796
2016-02-15 03:35:34.106000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14295250.106,-68990988.894
2016-02-15 03:38:34.108000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14295430.108,-68990808.892
2016-02-15 03:31:24.202000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14295000.202,-68991238.798
2016-02-18 01:59:44.075000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14548700.075,-68737538.925
2016-02-18 01:57:24.123000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14548560.123,-68737678.877
2016-02-18 02:01:24.127000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14548800.127,-68737438.873
2016-02-18 02:02:14.078000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14548850.078,-68737388.922
2016-02-18 02:03:54.129000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14548950.129,-68737288.871
2016-02-18 02:13:14.087000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14549510.087,-68736728.913
2016-02-18 02:10:14.085000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14549330.085,-68736908.915
2016-02-19 03:18:24.158000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14639820.158,-68646418.842
2016-02-19 03:22:24.162000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14640060.162,-68646178.838
2016-02-19 20:48:14.110000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14702810.11,-68583428.89
2016-02-19 20:46:54.159000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14702730.159,-68583508.841
2016-02-19 20:45:44.108000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14702660.108,-68583578.892
2016-02-19 20:49:34.211000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14702890.211,-68583348.789
2016-02-19 20:56:54.167000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14703330.167,-68582908.833
2016-02-19 21:04:34.223000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14703790.223,-68582448.777
2016-02-19 21:06:04.224000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14703880.224,-68582358.776
2016-02-19 21:21:34.087000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14704810.087,-68581428.913
2016-02-19 21:17:44.134000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14704580.134,-68581658.866
2016-02-19 21:15:44.132000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14704460.132,-68581778.868
2016-02-19 21:19:34.085000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14704690.085,-68581548.915
2016-02-19 21:08:14.126000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14704010.126,-68582228.874
2016-02-19 21:12:04.079000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14704240.079,-68581998.921
2016-02-19 21:13:54.181000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14704350.181,-68581888.819
2016-02-19 23:32:54.145000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14712690.145,-68573548.855
2016-02-19 23:35:14.097000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14712830.097,-68573408.903
2016-02-20 00:35:14.146000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14716430.146,-68569808.854
2016-02-20 00:32:24.194000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,14716260.194,-68569978.806
2016-02-26 01:42:14.107000+00:00,2015-09-02 16:41:24+00:00,2018-04-23 15:45:23+00:00,15238850.107,-68047388.893
